frame,average_alive_cells
485,65
486,62
487,63
488,65
489,62
490,63
491,65
492,62
493,63
494,65
495,62
496,63
497,65
498,62
499,63
500,65
501,62
502,63
503,65
504,62
505,63
506,65
507,62
508,63
509,65
510,62
511,63
512,65
513,62
514,63
515,65
516,62
517,63
518,65
519,62
520,63
521,65
522,62
523,63
524,65
525,62
526,63
527,65
528,62
529,63
530,65
531,62
532,63
533,65
534,62
535,63
536,65
537,62
538,63
539,65
540,62
541,63
542,65
543,62
544,63
545,65
546,62
547,63
548,65
549,62
550,63
551,65
552,62
553,63
554,65
555,62
556,63
557,65
558,62
559,63
560,65
561,62
562,63
563,65
564,62
565,63
566,65
567,62
568,63
569,65
570,62
571,63
572,65
573,62
574,63
575,65
576,62
577,63
578,65
579,62
580,63
581,65
582,62
583,63
584,65
585,62
586,63
587,65
588,62
589,63
590,65
591,62
592,63
593,65
594,62
595,63
596,65
597,62
598,63
599,65
600,62
601,63
602,65
603,62
604,63
605,65
606,62
607,63
608,65
609,62
610,63
611,65
612,62
613,63
614,65
615,62
616,63
617,65
618,62
619,63
620,65
621,62
622,63
623,65
624,62
625,63
626,65
627,62
628,63
629,65
630,62
631,63
632,65
633,62
634,63
635,65
636,62
637,63
638,65
639,62
640,63
641,65
642,62
643,63
644,65
645,62
646,63
647,65
648,62
649,63
650,65
651,62
652,63
653,65
654,62
655,63
656,65
657,62
658,63
659,65
660,62
661,63
662,65
663,62
664,63
665,65
666,62
667,63
668,65
669,62
670,63
671,65
672,62
673,63
674,65
675,62
676,63
677,65
678,62
679,63
680,65
681,62
682,63
683,65
684,62
685,63
686,65
687,62
688,63
689,65
690,62
691,63
692,65
693,62
694,63
695,65
696,62
697,63
698,65
699,62
700,63
701,65
702,62
703,63
704,65
705,62
706,63
707,65
708,62
709,63
710,65
711,62
712,63
713,65
714,62
715,63
716,65
717,62
718,63
719,65
720,62
721,63
722,65
723,62
724,63
725,65
726,62
727,63
728,65
729,62
730,63
731,65
732,62
733,63
734,65
735,62
736,63
737,65
738,62
739,63
740,65
741,62
742,63
743,65
744,62
745,63
746,65
747,62
748,63
749,65
750,62
751,63
752,65
753,62
754,63
755,65
756,62
757,63
758,65
759,62
760,63
761,65
762,62
763,63
764,65
765,62
766,63
767,65
768,62
769,63
770,65
771,62
772,63
773,65
774,62
775,63
776,65
777,62
778,63
779,65
780,62
781,63
782,65
783,62
784,63
785,65
786,62
787,63
788,65
789,62
790,63
791,65
792,62
793,63
794,65
795,62
796,63
797,65
798,62
799,63
800,65
801,62
802,63
803,65
804,62
805,63
806,65
807,62
808,63
809,65
810,62
811,63
812,65
813,62
814,63
815,65
816,62
817,63
818,65
819,62
820,63
821,65
822,62
823,63
824,65
825,62
826,63
827,65
828,62
829,63
830,65
831,62
832,63
833,65
834,62
835,63
836,65
837,62
838,63
839,65
840,62
841,63
842,65
843,62
844,63
845,65
846,62
847,63
848,65
849,62
850,63
851,65
852,62
853,63
854,65
855,62
856,63
857,65
858,62
859,63
860,65
861,62
862,63
863,65
864,62
865,63
866,65
867,62
868,63
869,65
870,62
871,63
872,65
873,62
874,63
875,65
876,62
877,63
878,65
879,62
880,63
881,65
882,62
883,63
884,65
885,62
886,63
887,65
888,62
889,63
890,65
891,62
892,63
893,65
894,62
895,63
896,65
897,62
898,63
899,65
900,62
901,63
902,65
903,62
904,63
905,65
906,62
907,63
908,65
909,62
910,63
911,65
912,62
913,63
914,65
915,62
916,63
917,65
918,62
919,63
920,65
921,62
922,63
923,65
924,62
925,63
926,65
927,62
928,63
929,65
930,62
931,63
932,65
933,62
934,63
935,65
936,62
937,63
938,65
939,62
940,63
941,65
942,62
943,63
944,65
945,62
946,63
947,65
948,62
949,63
950,65
951,62
952,63
953,65
954,62
955,63
956,65
957,62
958,63
959,65
960,62
961,63
962,65
963,62
964,63
965,65
966,62
967,63
968,65
969,62
970,63
971,65
972,62
973,63
974,65
975,62
976,63
977,65
978,62
979,63
980,65
981,62
982,63
983,65
984,62
985,63
986,65
987,62
988,63
989,65
990,62
991,63
992,65
993,62
994,63
995,65
996,62
997,63
998,65
999,62
1000,63
1001,65
