frame,average_alive_cells
0,93
1,111
2,106
3,105
4,117
5,117
6,108
7,117
8,121
9,110
10,113
11,121
12,114
13,115
14,113
15,117
16,115
17,109
18,122
19,111
20,106
21,116
22,101
23,107
24,108
25,110
26,116
27,116
28,118
29,122
30,118
31,123
32,118
33,133
34,115
35,123
36,120
37,134
38,128
39,132
40,115
41,125
42,121
43,121
44,138
45,115
46,111
47,114
48,119
49,114
50,113
51,124
52,109
53,115
54,117
55,122
56,125
57,122
58,116
59,125
60,126
61,116
62,125
63,124
64,123
65,123
66,126
67,127
68,129
69,127
70,129
71,118
72,124
73,123
74,133
75,130
76,142
77,123
78,116
79,127
80,117
81,114
82,117
83,114
84,119
85,121
86,117
87,125
88,118
89,121
90,118
91,117
92,114
93,114
94,118
95,112
96,115
97,117
98,119
99,113
100,121
101,116
102,119
103,119
104,123
105,119
106,128
107,116
108,122
109,118
110,120
111,129
112,122
113,132
114,125
115,127
116,125
117,128
118,116
119,115
120,119
121,115
122,113
123,119
124,116
125,120
126,123
127,120
128,121
129,127
130,127
131,127
132,132
133,116
134,118
135,122
136,114
137,116
138,114
139,116
140,114
141,116
142,114
143,116
144,114
145,116
146,114
147,116
148,114
149,116
150,114
151,116
152,114
153,116
154,114
155,116
156,114
157,116
158,114
159,116
160,114
161,116
162,114
163,116
164,114
165,116
166,114
167,116
168,114
169,116
170,114
171,116
172,114
173,116
174,114
175,116
176,114
177,116
178,114
179,116
180,114
181,116
182,114
183,116
184,114
185,116
186,114
187,116
188,114
189,116
190,114
191,116
192,114
193,116
194,114
195,116
196,114
197,116
198,114
199,116
200,114
201,116
202,114
203,116
204,114
205,116
206,114
207,116
208,114
209,116
210,114
211,116
212,114
213,116
214,114
215,116
216,114
217,116
218,114
219,116
220,114
221,116
222,114
223,116
224,114
225,116
226,114
227,116
228,114
229,116
230,114
231,116
232,114
233,116
234,114
235,116
236,114
237,116
238,114
239,116
240,114
241,116
242,114
243,116
244,114
245,116
246,114
247,116
248,114
249,116
250,114
251,116
252,114
253,116
254,114
255,116
256,114
257,116
258,114
259,116
260,114
261,116
262,114
263,116
264,114
265,116
266,114
267,116
268,114
269,116
270,114
271,116
272,114
273,116
274,114
275,116
276,114
277,116
278,114
279,116
280,114
281,116
282,114
283,116
284,114
285,116
286,114
287,116
288,114
289,116
290,114
291,116
292,114
293,116
294,114
295,116
296,114
297,116
298,114
299,116
300,114
301,116
302,114
303,116
304,114
305,116
306,114
307,116
308,114
309,116
310,114
311,116
312,114
313,116
314,114
315,116
316,114
317,116
318,114
319,116
320,114
321,116
322,114
323,116
324,114
325,116
326,114
327,116
328,114
329,116
330,114
331,116
332,114
333,116
334,114
335,116
336,114
337,116
338,114
339,116
340,114
341,116
342,114
343,116
344,114
345,116
346,114
347,116
348,114
349,116
350,114
351,116
352,114
353,116
354,114
355,116
356,114
357,116
358,114
359,116
360,114
361,116
362,114
363,116
364,114
365,116
366,114
367,116
368,114
369,116
370,114
371,116
372,114
373,116
374,114
375,116
376,114
377,116
378,114
379,116
380,114
381,116
382,114
383,116
384,114
385,116
386,114
387,116
388,114
389,116
390,114
391,116
392,114
393,116
394,114
395,116
396,114
397,116
398,114
399,116
400,114
401,116
402,114
403,116
404,114
405,116
406,114
407,116
408,114
409,116
410,114
411,116
412,114
413,116
414,114
415,116
416,114
417,116
418,114
419,116
420,114
421,116
422,114
423,116
424,114
425,116
426,114
427,116
428,114
