frame,average_alive_cells
0,181
1,122
2,132
3,136
4,134
5,135
6,125
7,125
8,128
9,128
10,131
11,131
12,138
13,130
14,130
15,128
16,124
17,123
18,126
19,125
20,121
21,126
22,118
23,134
24,124
25,123
26,122
27,123
28,132
29,123
30,128
31,133
32,126
33,128
34,128
35,133
36,128
37,131
38,128
39,119
40,119
41,124
42,122
43,125
44,121
45,127
46,125
47,129
48,128
49,128
50,129
51,138
52,129
53,128
54,126
55,126
56,125
57,130
58,123
59,130
60,129
61,134
62,129
63,138
64,128
65,130
66,133
67,130
68,137
69,134
70,136
71,138
72,141
73,141
74,149
75,145
76,142
77,148
78,146
79,151
80,148
81,160
82,143
83,145
84,151
85,152
86,153
87,147
88,151
89,153
90,156
91,148
92,149
93,151
94,155
95,144
96,147
97,154
98,147
99,150
100,149
101,148
102,155
103,146
104,156
105,157
106,150
107,153
108,145
109,147
110,140
111,143
112,144
113,143
114,149
115,141
116,144
117,147
118,145
119,145
120,150
121,148
122,148
123,152
124,143
125,150
126,146
127,151
128,149
129,150
130,154
131,155
132,154
133,156
134,153
135,154
136,154
137,153
138,154
139,154
140,154
141,154
142,153
143,153
144,155
145,153
146,154
147,154
148,154
149,154
150,153
151,153
152,155
153,153
154,154
155,154
156,154
157,154
158,153
159,153
160,155
161,153
162,154
163,154
164,154
165,154
166,153
167,153
168,155
169,153
170,154
171,154
172,154
173,154
174,153
175,153
176,155
177,153
178,154
179,154
180,154
181,154
182,153
183,153
184,155
185,153
186,154
187,154
188,154
189,154
190,153
191,153
192,155
193,153
194,154
195,154
196,154
197,154
198,153
199,153
200,155
201,153
202,154
203,154
204,154
205,154
206,153
207,153
208,155
209,153
210,154
211,154
212,154
213,154
214,153
215,153
216,155
217,153
218,154
219,154
220,154
221,154
222,153
223,153
224,155
225,153
226,154
227,154
228,154
229,154
230,153
231,153
232,155
233,153
234,154
235,154
236,154
237,154
238,153
239,153
240,155
241,153
242,154
243,154
244,154
245,154
246,153
247,153
248,155
249,153
250,154
251,154
252,154
253,154
254,153
255,153
256,155
257,153
258,154
259,154
260,154
261,154
262,153
263,153
264,155
265,153
266,154
267,154
268,154
269,154
270,153
271,153
272,155
273,153
274,154
275,154
276,154
277,154
278,153
279,153
280,155
281,153
282,154
283,154
284,154
285,154
286,153
287,153
288,155
289,153
290,154
291,154
292,154
293,154
294,153
295,153
296,155
297,153
298,154
299,154
300,154
301,154
302,153
303,153
304,155
305,153
306,154
307,154
308,154
309,154
310,153
311,153
312,155
313,153
314,154
315,154
316,154
317,154
318,153
319,153
320,155
321,153
322,154
323,154
324,154
325,154
326,153
327,153
328,155
329,153
330,154
331,154
332,154
333,154
334,153
335,153
336,155
337,153
338,154
339,154
340,154
341,154
342,153
343,153
344,155
345,153
346,154
347,154
348,154
349,154
350,153
351,153
352,155
353,153
354,154
355,154
356,154
357,154
358,153
359,153
360,155
361,153
362,154
363,154
364,154
365,154
366,153
367,153
368,155
369,153
370,154
371,154
372,154
373,154
374,153
375,153
376,155
377,153
378,154
379,154
380,154
381,154
382,153
383,153
384,155
385,153
386,154
387,154
388,154
389,154
390,153
391,153
392,155
393,153
394,154
395,154
396,154
397,154
398,153
399,153
400,155
401,153
402,154
403,154
404,154
405,154
406,153
407,153
408,155
409,153
410,154
411,154
412,154
413,154
414,153
415,153
416,155
417,153
418,154
419,154
420,154
421,154
422,153
423,153
424,155
425,153
426,154
427,154
428,154
429,154
430,153
431,153
432,155
433,153
434,154
435,154
436,154
437,154
438,153
439,153
440,155
441,153
442,154
443,154
444,154
445,154
446,153
447,153
448,155
449,153
450,154
