frame,average_alive_cells
0,116
1,113
2,106
3,85
4,91
5,82
6,77
7,64
8,52
9,60
10,58
11,61
12,62
13,67
14,75
15,67
16,68
17,54
18,46
19,42
20,45
21,46
22,49
23,51
24,44
25,42
26,38
27,44
28,45
29,52
30,50
31,53
32,49
33,60
34,50
35,59
36,58
37,67
38,69
39,80
40,72
41,78
42,74
43,67
44,67
45,60
46,62
47,61
48,66
49,62
50,61
51,64
52,68
53,65
54,67
55,61
56,62
57,63
58,72
59,66
60,74
61,68
62,74
63,82
64,87
65,97
66,76
67,97
68,76
69,89
70,79
71,82
72,91
73,93
74,91
75,112
76,97
77,107
78,104
79,105
80,109
81,94
82,100
83,102
84,106
85,112
86,113
87,101
88,114
89,105
90,92
91,78
92,73
93,73
94,77
95,82
96,97
97,90
98,104
99,88
100,103
101,91
102,81
103,89
104,82
105,74
106,75
107,81
108,75
109,82
110,82
111,91
112,85
113,102
114,92
115,94
116,93
117,97
118,93
119,102
120,94
121,101
122,96
123,110
124,101
125,117
126,111
127,119
128,124
129,131
130,127
131,131
132,129
133,123
134,144
135,125
136,118
137,131
138,125
139,142
140,118
141,133
142,131
143,129
144,146
145,137
146,146
147,137
148,129
149,135
150,124
151,122
152,125
153,143
154,122
155,130
156,128
157,129
158,134
159,126
160,126
161,124
162,116
163,128
164,133
165,147
166,135
167,147
168,155
169,161
170,162
171,163
172,186
173,175
174,157
175,150
176,172
177,166
178,158
179,169
180,156
181,158
182,150
183,150
184,153
185,148
186,151
187,151
188,149
189,147
190,149
191,147
192,168
193,161
194,179
195,179
196,174
197,181
198,174
199,151
200,150
201,153
202,128
203,141
204,148
205,153
206,160
207,144
208,166
209,173
210,179
211,172
212,175
213,163
214,173
215,175
216,182
217,174
218,187
219,184
220,194
221,193
222,200
223,219
224,200
225,208
226,192
227,191
228,192
229,202
230,189
231,201
232,192
233,199
234,211
235,183
236,190
237,175
238,179
239,191
240,194
241,200
242,204
243,232
244,209
245,213
246,214
247,202
248,227
249,236
250,249
251,247
252,222
253,209
254,211
255,221
256,243
257,217
258,221
259,215
260,245
261,207
262,196
263,200
264,196
265,196
266,215
267,190
268,228
269,215
270,238
271,234
272,229
273,218
274,231
275,209
276,219
277,216
278,225
279,222
280,202
281,207
282,195
283,203
284,229
285,208
286,204
287,210
288,203
289,219
290,207
291,210
292,204
293,197
294,187
295,197
296,183
297,181
298,179
299,185
300,164
301,180
302,167
303,158
304,169
305,154
306,163
307,154
308,183
309,160
310,183
311,163
312,190
313,156
314,179
315,155
316,151
317,147
318,152
319,154
320,140
321,144
322,141
323,144
324,138
325,153
326,143
327,158
328,161
329,149
330,149
331,135
332,143
333,135
334,136
335,151
336,133
337,124
338,131
339,126
340,121
341,125
342,123
343,126
344,124
345,135
346,137
347,140
348,146
349,160
350,165
351,163
352,159
353,143
354,129
355,132
356,112
357,120
358,101
359,106
360,105
361,121
362,111
363,109
364,110
365,120
366,116
367,121
368,127
369,136
370,131
371,146
372,135
373,128
374,121
375,124
376,114
377,117
378,120
379,133
380,135
381,130
382,138
383,128
384,145
385,130
386,134
387,132
388,130
389,141
390,142
391,150
392,152
393,141
394,145
395,159
396,141
397,136
398,140
399,130
400,132
401,128
402,134
403,130
404,144
405,137
406,122
407,129
408,138
409,130
410,124
411,126
412,121
413,121
414,134
415,125
416,142
417,119
418,121
419,110
420,118
421,115
422,117
423,128
424,140
425,137
426,159
427,154
428,168
429,163
430,160
431,175
432,155
433,158
434,154
435,157
436,142
437,180
438,139
439,148
440,147
441,162
442,156
443,142
444,154
445,150
446,146
447,146
448,117
449,122
450,123
451,119
452,129
453,126
454,127
455,140
456,137
457,153
458,139
459,142
460,143
461,143
462,150
463,164
464,136
465,136
466,127
467,127
468,127
469,133
470,134
471,133
472,150
473,139
474,129
475,127
476,130
477,147
478,131
479,129
480,118
481,125
482,125
483,125
484,122
485,123
486,127
487,122
488,120
489,130
490,123
491,118
492,125
493,127
494,123
495,129
496,110
497,116
498,108
499,110
500,108
