frame,average_alive_cells
0,146
1,133
2,126
3,141
4,117
5,123
6,120
7,129
8,128
9,114
10,119
11,126
12,124
13,127
14,122
15,132
16,119
17,133
18,122
19,133
20,122
21,129
22,128
23,129
24,132
25,131
26,120
27,131
28,123
29,123
30,132
31,125
32,133
33,132
34,134
35,133
36,131
37,140
38,136
39,135
40,137
41,134
42,143
43,136
44,144
45,134
46,147
47,137
48,139
49,140
50,139
51,147
52,139
53,148
54,133
55,132
56,141
57,137
58,135
59,140
60,135
61,140
62,132
63,147
64,129
65,140
66,135
67,135
68,137
69,129
70,137
71,143
72,129
73,137
74,134
75,133
76,130
77,138
78,133
79,139
80,139
81,140
82,146
83,147
84,146
85,146
86,134
87,142
88,141
89,139
90,147
91,131
92,135
93,140
94,131
95,143
96,137
97,146
98,147
99,144
100,138
101,146
102,143
103,154
104,135
105,147
106,144
107,149
108,150
109,149
110,147
111,155
112,148
113,149
114,149
115,143
116,136
117,147
118,140
119,154
120,148
121,155
122,144
123,156
124,140
125,155
126,144
127,144
128,149
129,149
130,153
131,149
132,151
133,150
134,154
135,145
136,148
137,146
138,148
139,144
140,145
141,148
142,146
143,153
144,144
145,147
146,149
147,149
148,153
149,150
150,154
151,152
152,155
153,155
154,157
155,155
156,154
157,155
158,154
159,155
160,154
161,155
162,154
163,155
164,154
165,155
166,154
167,155
168,154
169,155
170,154
171,155
172,154
173,155
174,154
175,155
176,154
177,155
178,154
179,155
180,154
181,155
182,154
183,155
184,154
185,155
186,154
187,155
188,154
189,155
190,154
191,155
192,154
193,155
194,154
195,155
196,154
197,155
198,154
199,155
200,154
201,155
202,154
203,155
204,154
205,155
206,154
207,155
208,154
209,155
210,154
211,155
212,154
213,155
214,154
215,155
216,154
217,155
218,154
219,155
220,154
221,155
222,154
223,155
224,154
225,155
226,154
227,155
228,154
229,155
230,154
231,155
232,154
233,155
234,154
235,155
236,154
237,155
238,154
239,155
240,154
241,155
242,154
243,155
244,154
245,155
246,154
247,155
248,154
249,155
250,154
251,155
252,154
253,155
254,154
255,155
256,154
257,155
258,154
259,155
260,154
261,155
262,154
263,155
264,154
265,155
266,154
267,155
268,154
269,155
270,154
271,155
272,154
273,155
274,154
275,155
276,154
277,155
278,154
279,155
280,154
281,155
282,154
283,155
284,154
285,155
286,154
287,155
288,154
289,155
290,154
291,155
292,154
293,155
294,154
295,155
296,154
297,155
298,154
299,155
300,154
301,155
302,154
303,155
304,154
305,155
306,154
307,155
308,154
309,155
310,154
311,155
312,154
313,155
314,154
315,155
316,154
317,155
318,154
319,155
320,154
321,155
322,154
323,155
324,154
325,155
326,154
327,155
328,154
329,155
330,154
331,155
332,154
333,155
334,154
335,155
336,154
337,155
338,154
339,155
340,154
341,155
342,154
343,155
344,154
345,155
346,154
347,155
348,154
349,155
350,154
351,155
352,154
353,155
354,154
355,155
356,154
357,155
358,154
359,155
360,154
361,155
362,154
363,155
364,154
365,155
366,154
367,155
368,154
369,155
370,154
371,155
372,154
373,155
374,154
375,155
376,154
377,155
378,154
379,155
380,154
381,155
382,154
383,155
384,154
385,155
386,154
387,155
388,154
389,155
390,154
391,155
392,154
393,155
394,154
395,155
396,154
397,155
398,154
399,155
400,154
401,155
402,154
403,155
404,154
405,155
406,154
407,155
408,154
409,155
