frame,average_alive_cells
0,155
1,131
2,145
3,134
4,130
5,135
6,136
7,143
8,152
9,130
10,140
11,130
12,144
13,131
14,131
15,133
16,131
17,134
18,152
19,132
20,137
21,139
22,137
23,135
24,122
25,135
26,126
27,135
28,138
29,139
30,130
31,146
32,134
33,142
34,142
35,145
36,133
37,145
38,133
39,136
40,140
41,137
42,145
43,133
44,141
45,141
46,142
47,149
48,145
49,148
50,147
51,139
52,135
53,132
54,136
55,138
56,135
57,132
58,138
59,138
60,145
61,141
62,143
63,152
64,141
65,144
66,146
67,148
68,151
69,153
70,154
71,152
72,154
73,150
74,153
75,145
76,152
77,153
78,144
79,148
80,144
81,147
82,154
83,145
84,157
85,148
86,153
87,153
88,157
89,153
90,156
91,158
92,153
93,152
94,158
95,149
96,152
97,152
98,153
99,156
100,149
101,152
102,151
103,148
104,153
105,145
106,154
107,143
108,150
109,145
110,155
111,145
112,151
113,147
114,152
115,150
116,149
117,147
118,151
119,147
120,156
121,143
122,151
123,144
124,149
125,144
126,149
127,144
128,149
129,144
130,149
131,144
132,149
133,144
134,149
135,144
136,149
137,144
138,149
139,144
140,149
141,144
142,149
143,144
144,149
145,144
146,149
147,144
148,149
149,144
150,149
151,144
152,149
153,144
154,149
155,144
156,149
157,144
158,149
159,144
160,149
161,144
162,149
163,144
164,149
165,144
166,149
167,144
168,149
169,144
170,149
171,144
172,149
173,144
174,149
175,144
176,149
177,144
178,149
179,144
180,149
181,144
182,149
183,144
184,149
185,144
186,149
187,144
188,149
189,144
190,149
191,144
192,149
193,144
194,149
195,144
196,149
197,144
198,149
199,144
200,149
201,144
202,149
203,144
204,149
205,144
206,149
207,144
208,149
209,144
210,149
211,144
212,149
213,144
214,149
215,144
216,149
217,144
218,149
219,144
220,149
221,144
222,149
223,144
224,149
225,144
226,149
227,144
228,149
229,144
230,149
231,144
232,149
233,144
234,149
235,144
236,149
237,144
238,149
239,144
240,149
241,144
242,149
243,144
244,149
245,144
246,149
247,144
248,149
249,144
250,149
251,144
252,149
253,144
254,149
255,144
256,149
257,144
258,149
259,144
260,149
261,144
262,149
263,144
264,149
265,144
266,149
267,144
268,149
269,144
270,149
271,144
272,149
273,144
274,149
275,144
276,149
277,144
278,149
279,144
280,149
281,144
282,149
283,144
284,149
285,144
286,149
287,144
288,149
289,144
290,149
291,144
292,149
293,144
294,149
295,144
296,149
297,144
298,149
299,144
300,149
301,144
302,149
303,144
304,149
305,144
306,149
307,144
308,149
309,144
310,149
311,144
312,149
313,144
314,149
315,144
316,149
317,144
318,149
319,144
320,149
321,144
322,149
323,144
324,149
325,144
326,149
327,144
328,149
329,144
330,149
331,144
332,149
333,144
334,149
335,144
336,149
337,144
338,149
339,144
340,149
341,144
342,149
343,144
344,149
345,144
346,149
347,144
348,149
349,144
350,149
351,144
352,149
353,144
354,149
355,144
356,149
357,144
358,149
359,144
360,149
361,144
362,149
363,144
364,149
365,144
366,149
367,144
368,149
369,144
370,149
371,144
372,149
373,144
374,149
375,144
376,149
377,144
378,149
379,144
380,149
381,144
382,149
383,144
384,149
385,144
386,149
387,144
388,149
389,144
390,149
391,144
392,149
393,144
394,149
395,144
396,149
397,144
398,149
399,144
400,149
401,144
402,149
403,144
404,149
405,144
406,149
407,144
408,149
409,144
410,149
411,144
412,149
413,144
414,149
415,144
416,149
417,144
418,149
419,144
420,149
421,144
422,149
423,144
424,149
425,144
426,149
427,144
428,149
429,144
430,149
431,144
432,149
433,144
434,149
435,144
436,149
437,144
438,149
439,144
440,149
441,144
442,149
443,144
444,149
445,144
446,149
447,144
448,149
449,144
450,149
451,144
452,149
453,144
454,149
455,144
456,149
457,144
458,149
459,144
460,149
461,144
462,149
463,144
464,149
465,144
466,149
467,144
468,149
469,144
470,149
471,144
472,149
473,144
474,149
475,144
476,149
477,144
478,149
479,144
480,149
481,144
482,149
483,144
484,149
485,144
486,149
487,144
488,149
489,144
490,149
491,144
492,149
493,144
494,149
495,144
496,149
497,144
498,149
499,144
500,149
501,144
502,149
503,144
504,149
505,144
506,149
507,144
508,149
509,144
510,149
511,144
512,149
513,144
514,149
515,144
516,149
517,144
518,149
519,144
520,149
521,144
522,149
523,144
524,149
525,144
526,149
527,144
528,149
529,144
530,149
531,144
532,149
533,144
534,149
535,144
536,149
537,144
538,149
539,144
540,149
541,144
542,149
543,144
544,149
545,144
546,149
547,144
548,149
549,144
550,149
551,144
552,149
553,144
554,149
555,144
556,149
557,144
558,149
559,144
560,149
561,144
562,149
563,144
564,149
565,144
566,149
567,144
568,149
569,144
570,149
571,144
572,149
573,144
574,149
575,144
576,149
577,144
578,149
579,144
580,149
581,144
582,149
583,144
584,149
585,144
586,149
587,144
588,149
589,144
590,149
591,144
592,149
593,144
594,149
595,144
596,149
597,144
598,149
599,144
600,149
601,144
602,149
603,144
604,149
605,144
606,149
607,144
608,149
609,144
610,149
611,144
612,149
613,144
614,149
615,144
616,149
617,144
618,149
619,144
620,149
621,144
622,149
623,144
624,149
625,144
626,149
627,144
628,149
629,144
630,149
631,144
632,149
633,144
634,149
635,144
636,149
637,144
638,149
639,144
640,149
641,144
642,149
643,144
644,149
645,144
646,149
647,144
648,149
649,144
650,149
651,144
652,149
653,144
654,149
655,144
656,149
657,144
658,149
659,144
660,149
661,144
662,149
663,144
664,149
665,144
666,149
667,144
668,149
669,144
670,149
671,144
672,149
673,144
674,149
675,144
676,149
677,144
678,149
679,144
680,149
681,144
682,149
683,144
684,149
685,144
686,149
687,144
688,149
689,144
690,149
691,144
692,149
693,144
694,149
695,144
696,149
697,144
698,149
699,144
700,149
701,144
702,149
703,144
704,149
705,144
706,149
707,144
708,149
709,144
710,149
711,144
712,149
713,144
714,149
715,144
716,149
717,144
718,149
719,144
720,149
721,144
722,149
723,144
724,149
725,144
726,149
727,144
728,149
729,144
730,149
731,144
732,149
733,144
734,149
735,144
736,149
737,144
738,149
739,144
740,149
741,144
742,149
743,144
744,149
745,144
746,149
747,144
748,149
749,144
750,149
751,144
752,149
753,144
754,149
755,144
756,149
757,144
758,149
759,144
760,149
761,144
762,149
763,144
764,149
765,144
766,149
767,144
768,149
769,144
770,149
771,144
772,149
773,144
774,149
775,144
776,149
777,144
778,149
779,144
780,149
781,144
782,149
783,144
784,149
785,144
786,149
787,144
788,149
789,144
790,149
791,144
792,149
793,144
794,149
795,144
796,149
797,144
798,149
799,144
800,149
801,144
802,149
803,144
804,149
805,144
806,149
807,144
808,149
809,144
810,149
811,144
812,149
813,144
814,149
815,144
816,149
817,144
818,149
819,144
820,149
821,144
822,149
823,144
824,149
825,144
826,149
827,144
828,149
829,144
830,149
831,144
832,149
833,144
834,149
835,144
836,149
837,144
838,149
839,144
840,149
841,144
842,149
843,144
844,149
845,144
846,149
847,144
848,149
849,144
850,149
851,144
852,149
853,144
854,149
855,144
856,149
857,144
858,149
859,144
860,149
861,144
862,149
863,144
864,149
865,144
866,149
867,144
868,149
869,144
870,149
871,144
872,149
873,144
874,149
875,144
876,149
877,144
878,149
879,144
880,149
881,144
882,149
883,144
884,149
885,144
886,149
887,144
888,149
889,144
890,149
891,144
892,149
893,144
894,149
895,144
896,149
897,144
898,149
899,144
900,149
901,144
902,149
903,144
904,149
905,144
906,149
907,144
908,149
909,144
910,149
911,144
912,149
913,144
914,149
915,144
916,149
917,144
918,149
919,144
920,149
921,144
922,149
923,144
924,149
925,144
926,149
927,144
928,149
929,144
930,149
931,144
932,149
933,144
934,149
935,144
936,149
937,144
938,149
939,144
940,149
941,144
942,149
943,144
944,149
945,144
946,149
947,144
948,149
949,144
950,149
951,144
952,149
953,144
954,149
955,144
956,149
957,144
958,149
959,144
960,149
961,144
962,149
963,144
964,149
965,144
966,149
967,144
968,149
969,144
970,149
971,144
972,149
973,144
974,149
975,144
976,149
977,144
978,149
979,144
980,149
981,144
982,149
983,144
984,149
985,144
986,149
987,144
988,149
989,144
990,149
991,144
992,149
993,144
994,149
995,144
996,149
997,144
998,149
999,144
1000,149
1001,144
