frame,average_alive_cells
866,100
867,103
868,100
869,103
870,100
871,103
872,100
873,103
874,100
875,103
876,100
877,103
878,100
879,103
880,100
881,103
882,100
883,103
884,100
885,103
886,100
887,103
888,100
889,103
890,100
891,103
892,100
893,103
894,100
895,103
896,100
897,103
898,100
899,103
900,100
901,103
902,100
903,103
904,100
905,103
906,100
907,103
908,100
909,103
910,100
911,103
912,100
913,103
914,100
915,103
916,100
917,103
918,100
919,103
920,100
921,103
922,100
923,103
924,100
925,103
926,100
927,103
928,100
929,103
930,100
931,103
932,100
933,103
934,100
935,103
936,100
937,103
938,100
939,103
940,100
941,103
942,100
943,103
944,100
945,103
946,100
947,103
948,100
949,103
950,100
951,103
952,100
953,103
954,100
955,103
956,100
957,103
958,100
959,103
960,100
961,103
962,100
963,103
964,100
965,103
966,100
967,103
968,100
969,103
970,100
971,103
972,100
973,103
974,100
975,103
976,100
977,103
978,100
979,103
980,100
981,103
982,100
983,103
984,100
985,103
986,100
987,103
988,100
989,103
990,100
991,103
992,100
993,103
994,100
995,103
996,100
997,103
998,100
999,103
1000,100
1001,103
