frame,average_alive_cells
418,157
419,154
420,155
421,156
422,157
423,154
424,155
425,156
426,157
427,154
428,155
429,156
430,157
431,154
432,155
433,156
434,157
435,154
436,155
437,156
438,157
439,154
440,155
441,156
442,157
443,154
444,155
445,156
446,157
447,154
448,155
449,156
450,157
451,154
452,155
453,156
454,157
455,154
456,155
457,156
458,157
459,154
460,155
461,156
462,157
463,154
464,155
465,156
466,157
467,154
468,155
469,156
470,157
471,154
472,155
473,156
474,157
475,154
476,155
477,156
478,157
479,154
480,155
481,156
482,157
483,154
484,155
485,156
486,157
487,154
488,155
489,156
490,157
491,154
492,155
493,156
494,157
495,154
496,155
497,156
498,157
499,154
500,155
501,156
502,157
503,154
504,155
505,156
506,157
507,154
508,155
509,156
510,157
511,154
512,155
513,156
514,157
515,154
516,155
517,156
518,157
519,154
520,155
521,156
522,157
523,154
524,155
525,156
526,157
527,154
528,155
529,156
530,157
531,154
532,155
533,156
534,157
535,154
536,155
537,156
538,157
539,154
540,155
541,156
542,157
543,154
544,155
545,156
546,157
547,154
548,155
549,156
550,157
551,154
552,155
553,156
554,157
555,154
556,155
557,156
558,157
559,154
560,155
561,156
562,157
563,154
564,155
565,156
566,157
567,154
568,155
569,156
570,157
571,154
572,155
573,156
574,157
575,154
576,155
577,156
578,157
579,154
580,155
581,156
582,157
583,154
584,155
585,156
586,157
587,154
588,155
589,156
590,157
591,154
592,155
593,156
594,157
595,154
596,155
597,156
598,157
599,154
600,155
601,156
602,157
603,154
604,155
605,156
606,157
607,154
608,155
609,156
610,157
611,154
612,155
613,156
614,157
615,154
616,155
617,156
618,157
619,154
620,155
621,156
622,157
623,154
624,155
625,156
626,157
627,154
628,155
629,156
630,157
631,154
632,155
633,156
634,157
635,154
636,155
637,156
638,157
639,154
640,155
641,156
642,157
643,154
644,155
645,156
646,157
647,154
648,155
649,156
650,157
651,154
652,155
653,156
654,157
655,154
656,155
657,156
658,157
659,154
660,155
661,156
662,157
663,154
664,155
665,156
666,157
667,154
668,155
669,156
670,157
671,154
672,155
673,156
674,157
675,154
676,155
677,156
678,157
679,154
680,155
681,156
682,157
683,154
684,155
685,156
686,157
687,154
688,155
689,156
690,157
691,154
692,155
693,156
694,157
695,154
696,155
697,156
698,157
699,154
700,155
701,156
702,157
703,154
704,155
705,156
706,157
707,154
708,155
709,156
710,157
711,154
712,155
713,156
714,157
715,154
716,155
717,156
718,157
719,154
720,155
721,156
722,157
723,154
724,155
725,156
726,157
727,154
728,155
729,156
730,157
731,154
732,155
733,156
734,157
735,154
736,155
737,156
738,157
739,154
740,155
741,156
742,157
743,154
744,155
745,156
746,157
747,154
748,155
749,156
750,157
751,154
752,155
753,156
754,157
755,154
756,155
757,156
758,157
759,154
760,155
761,156
762,157
763,154
764,155
765,156
766,157
767,154
768,155
769,156
770,157
771,154
772,155
773,156
774,157
775,154
776,155
777,156
778,157
779,154
780,155
781,156
782,157
783,154
784,155
785,156
786,157
787,154
788,155
789,156
790,157
791,154
792,155
793,156
794,157
795,154
796,155
797,156
798,157
799,154
800,155
801,156
802,157
803,154
804,155
805,156
806,157
807,154
808,155
809,156
810,157
811,154
812,155
813,156
814,157
815,154
816,155
817,156
818,157
819,154
820,155
821,156
822,157
823,154
824,155
825,156
826,157
827,154
828,155
829,156
830,157
831,154
832,155
833,156
834,157
835,154
836,155
837,156
838,157
839,154
840,155
841,156
842,157
843,154
844,155
845,156
846,157
847,154
848,155
849,156
850,157
851,154
852,155
853,156
854,157
855,154
856,155
857,156
858,157
859,154
860,155
861,156
862,157
863,154
864,155
865,156
866,157
867,154
868,155
869,156
870,157
871,154
872,155
873,156
874,157
875,154
876,155
877,156
878,157
879,154
880,155
881,156
882,157
883,154
884,155
885,156
886,157
887,154
888,155
889,156
890,157
891,154
892,155
893,156
894,157
895,154
896,155
897,156
898,157
899,154
900,155
901,156
902,157
903,154
904,155
905,156
906,157
907,154
908,155
909,156
910,157
911,154
912,155
913,156
914,157
915,154
916,155
917,156
918,157
919,154
920,155
921,156
922,157
923,154
924,155
925,156
926,157
927,154
928,155
929,156
930,157
931,154
932,155
933,156
934,157
935,154
936,155
937,156
938,157
939,154
940,155
941,156
942,157
943,154
944,155
945,156
946,157
947,154
948,155
949,156
950,157
951,154
952,155
953,156
954,157
955,154
956,155
957,156
958,157
959,154
960,155
961,156
962,157
963,154
964,155
965,156
966,157
967,154
968,155
969,156
970,157
971,154
972,155
973,156
974,157
975,154
976,155
977,156
978,157
979,154
980,155
981,156
982,157
983,154
984,155
985,156
986,157
987,154
988,155
989,156
990,157
991,154
992,155
993,156
994,157
995,154
996,155
997,156
998,157
999,154
1000,155
1001,156
