frame,average_alive_cells
503,92
504,91
505,95
506,89
507,92
508,91
509,95
510,89
511,92
512,91
513,95
514,89
515,92
516,91
517,95
518,89
519,92
520,91
521,95
522,89
523,92
524,91
525,95
526,89
527,92
528,91
529,95
530,89
531,92
532,91
533,95
534,89
535,92
536,91
537,95
538,89
539,92
540,91
541,95
542,89
543,92
544,91
545,95
546,89
547,92
548,91
549,95
550,89
551,92
552,91
553,95
554,89
555,92
556,91
557,95
558,89
559,92
560,91
561,95
562,89
563,92
564,91
565,95
566,89
567,92
568,91
569,95
570,89
571,92
572,91
573,95
574,89
575,92
576,91
577,95
578,89
579,92
580,91
581,95
582,89
583,92
584,91
585,95
586,89
587,92
588,91
589,95
590,89
591,92
592,91
593,95
594,89
595,92
596,91
597,95
598,89
599,92
600,91
601,95
602,89
603,92
604,91
605,95
606,89
607,92
608,91
609,95
610,89
611,92
612,91
613,95
614,89
615,92
616,91
617,95
618,89
619,92
620,91
621,95
622,89
623,92
624,91
625,95
626,89
627,92
628,91
629,95
630,89
631,92
632,91
633,95
634,89
635,92
636,91
637,95
638,89
639,92
640,91
641,95
642,89
643,92
644,91
645,95
646,89
647,92
648,91
649,95
650,89
651,92
652,91
653,95
654,89
655,92
656,91
657,95
658,89
659,92
660,91
661,95
662,89
663,92
664,91
665,95
666,89
667,92
668,91
669,95
670,89
671,92
672,91
673,95
674,89
675,92
676,91
677,95
678,89
679,92
680,91
681,95
682,89
683,92
684,91
685,95
686,89
687,92
688,91
689,95
690,89
691,92
692,91
693,95
694,89
695,92
696,91
697,95
698,89
699,92
700,91
701,95
702,89
703,92
704,91
705,95
706,89
707,92
708,91
709,95
710,89
711,92
712,91
713,95
714,89
715,92
716,91
717,95
718,89
719,92
720,91
721,95
722,89
723,92
724,91
725,95
726,89
727,92
728,91
729,95
730,89
731,92
732,91
733,95
734,89
735,92
736,91
737,95
738,89
739,92
740,91
741,95
742,89
743,92
744,91
745,95
746,89
747,92
748,91
749,95
750,89
751,92
752,91
753,95
754,89
755,92
756,91
757,95
758,89
759,92
760,91
761,95
762,89
763,92
764,91
765,95
766,89
767,92
768,91
769,95
770,89
771,92
772,91
773,95
774,89
775,92
776,91
777,95
778,89
779,92
780,91
781,95
782,89
783,92
784,91
785,95
786,89
787,92
788,91
789,95
790,89
791,92
792,91
793,95
794,89
795,92
796,91
797,95
798,89
799,92
800,91
801,95
802,89
803,92
804,91
805,95
806,89
807,92
808,91
809,95
810,89
811,92
812,91
813,95
814,89
815,92
816,91
817,95
818,89
819,92
820,91
821,95
822,89
823,92
824,91
825,95
826,89
827,92
828,91
829,95
830,89
831,92
832,91
833,95
834,89
835,92
836,91
837,95
838,89
839,92
840,91
841,95
842,89
843,92
844,91
845,95
846,89
847,92
848,91
849,95
850,89
851,92
852,91
853,95
854,89
855,92
856,91
857,95
858,89
859,92
860,91
861,95
862,89
863,92
864,91
865,95
866,89
867,92
868,91
869,95
870,89
871,92
872,91
873,95
874,89
875,92
876,91
877,95
878,89
879,92
880,91
881,95
882,89
883,92
884,91
885,95
886,89
887,92
888,91
889,95
890,89
891,92
892,91
893,95
894,89
895,92
896,91
897,95
898,89
899,92
900,91
901,95
902,89
903,92
904,91
905,95
906,89
907,92
908,91
909,95
910,89
911,92
912,91
913,95
914,89
915,92
916,91
917,95
918,89
919,92
920,91
921,95
922,89
923,92
924,91
925,95
926,89
927,92
928,91
929,95
930,89
931,92
932,91
933,95
934,89
935,92
936,91
937,95
938,89
939,92
940,91
941,95
942,89
943,92
944,91
945,95
946,89
947,92
948,91
949,95
950,89
951,92
952,91
953,95
954,89
955,92
956,91
957,95
958,89
959,92
960,91
961,95
962,89
963,92
964,91
965,95
966,89
967,92
968,91
969,95
970,89
971,92
972,91
973,95
974,89
975,92
976,91
977,95
978,89
979,92
980,91
981,95
982,89
983,92
984,91
985,95
986,89
987,92
988,91
989,95
990,89
991,92
992,91
993,95
994,89
995,92
996,91
997,95
998,89
999,92
1000,91
1001,95
