Frame,AverageAliveNeighbours
325,0.14613333333333334
326,0.1390222222222222
327,0.14186666666666667
328,0.1408
329,0.1265777777777778
330,0.12373333333333333
331,0.11306666666666666
332,0.10986666666666667
333,0.11022222222222222
334,0.10737777777777778
335,0.10346666666666667
336,0.11022222222222222
337,0.1063111111111111
338,0.10097777777777778
339,0.09848888888888889
340,0.096
341,0.09671111111111111
342,0.08817777777777777
343,0.09208888888888889
344,0.09244444444444444
345,0.0928
346,0.09742222222222222
347,0.09386666666666667
348,0.1024
349,0.09564444444444445
350,0.1024
351,0.0992
352,0.10382222222222222
353,0.09848888888888889
354,0.09706666666666666
355,0.09991111111111112
356,0.09742222222222222
357,0.09848888888888889
358,0.09564444444444445
359,0.0992
360,0.09564444444444445
361,0.09706666666666666
362,0.09493333333333333
363,0.08817777777777777
364,0.09848888888888889
365,0.09422222222222222
366,0.1063111111111111
367,0.09955555555555555
368,0.10382222222222222
369,0.10275555555555556
370,0.09742222222222222
371,0.09813333333333334
372,0.10275555555555556
373,0.1088
374,0.09386666666666667
375,0.09813333333333334
376,0.10026666666666667
377,0.1056
378,0.10133333333333333
379,0.11448888888888889
380,0.11022222222222222
381,0.11413333333333334
382,0.11057777777777777
383,0.1056
384,0.10844444444444444
385,0.10346666666666667
386,0.10951111111111111
387,0.10524444444444445
388,0.10346666666666667
389,0.10737777777777778
390,0.10453333333333334
391,0.10915555555555556
392,0.10595555555555555
393,0.1063111111111111
394,0.10026666666666667
395,0.10204444444444444
396,0.09564444444444445
397,0.10311111111111111
398,0.096
399,0.10311111111111111
400,0.09955555555555555
401,0.09564444444444445
402,0.096
403,0.08675555555555556
404,0.08426666666666667
405,0.08782222222222222
406,0.08355555555555555
407,0.08853333333333334
408,0.08711111111111111
409,0.08533333333333333
410,0.09137777777777778
411,0.08711111111111111
412,0.08888888888888889
413,0.08426666666666667
414,0.0896
415,0.09173333333333333
416,0.096
417,0.09564444444444445
418,0.09671111111111111
419,0.09884444444444444
420,0.10204444444444444
421,0.09884444444444444
422,0.09777777777777778
423,0.10346666666666667
424,0.0992
425,0.10026666666666667
426,0.10026666666666667
427,0.09457777777777777
428,0.09244444444444444
429,0.09813333333333334
430,0.0952888888888889
431,0.09991111111111112
432,0.0952888888888889
433,0.09493333333333333
434,0.09848888888888889
435,0.09955555555555555
436,0.09884444444444444
437,0.096
438,0.10453333333333334
439,0.09991111111111112
440,0.10026666666666667
441,0.09884444444444444
442,0.09671111111111111
443,0.09671111111111111
444,0.09671111111111111
445,0.09208888888888889
446,0.096
447,0.09102222222222223
448,0.09671111111111111
449,0.09671111111111111
450,0.10488888888888889
451,0.1024
452,0.10168888888888888
453,0.10951111111111111
454,0.1063111111111111
455,0.11164444444444445
456,0.10417777777777777
457,0.10488888888888889
458,0.11022222222222222
459,0.11377777777777778
460,0.12266666666666666
461,0.11626666666666667
462,0.11768888888888888
463,0.11911111111111111
464,0.11804444444444444
465,0.1184
466,0.11342222222222222
467,0.10773333333333333
468,0.10702222222222223
469,0.10595555555555555
470,0.10062222222222222
471,0.10382222222222222
472,0.10346666666666667
473,0.10737777777777778
474,0.10204444444444444
475,0.10382222222222222
476,0.1024
477,0.10453333333333334
478,0.10666666666666667
479,0.10737777777777778
480,0.10488888888888889
481,0.10844444444444444
482,0.10737777777777778
483,0.11093333333333333
484,0.1216
485,0.11804444444444444
486,0.11413333333333334
487,0.11911111111111111
488,0.11413333333333334
489,0.11626666666666667
490,0.11413333333333334
491,0.11235555555555556
492,0.10168888888888888
493,0.10168888888888888
494,0.1024
495,0.10168888888888888
496,0.10595555555555555
497,0.10702222222222223
498,0.10524444444444445
499,0.10524444444444445
500,0.10986666666666667
501,0.10808888888888889
502,0.10737777777777778
503,0.11093333333333333
504,0.11555555555555555
505,0.11271111111111111
506,0.11377777777777778
507,0.11022222222222222
508,0.11342222222222222
509,0.11271111111111111
510,0.11626666666666667
511,0.11413333333333334
512,0.12337777777777778
513,0.1184
514,0.1248
515,0.11271111111111111
516,0.11448888888888889
517,0.09991111111111112
518,0.09991111111111112
519,0.09848888888888889
520,0.09671111111111111
521,0.10204444444444444
522,0.09777777777777778
523,0.10097777777777778
524,0.09208888888888889
525,0.09671111111111111
526,0.09173333333333333
527,0.0903111111111111
528,0.0896
529,0.08924444444444445
530,0.08604444444444445
531,0.08711111111111111
532,0.08888888888888889
533,0.08924444444444445
534,0.09315555555555556
535,0.0896
536,0.08817777777777777
537,0.09066666666666667
538,0.08711111111111111
539,0.07964444444444445
540,0.07573333333333333
541,0.08071111111111111
542,0.07857777777777777
543,0.07822222222222222
544,0.07964444444444445
545,0.0792888888888889
546,0.08497777777777778
547,0.08177777777777778
548,0.0903111111111111
549,0.08213333333333334
550,0.08248888888888889
551,0.08142222222222223
552,0.08675555555555556
553,0.08995555555555555
554,0.09208888888888889
555,0.08568888888888888
556,0.0832
557,0.08248888888888889
558,0.0832
559,0.08355555555555555
560,0.08213333333333334
561,0.08386666666666667
562,0.08453333333333334
563,0.08773333333333333
564,0.08733333333333333
565,0.09093333333333334
566,0.08666666666666667
567,0.0888
568,0.08986666666666666
569,0.09235555555555555
570,0.09128888888888889
571,0.09626666666666667
572,0.09022222222222222
573,0.09555555555555556
574,0.09057777777777777
575,0.0952
576,0.09057777777777777
577,0.09591111111111111
578,0.09093333333333334
579,0.08773333333333333
580,0.09093333333333334
581,0.08986666666666666
582,0.09377777777777778
583,0.08702222222222222
584,0.09057777777777777
585,0.08844444444444445
586,0.09235555555555555
587,0.09022222222222222
588,0.09448888888888889
589,0.09164444444444445
590,0.09377777777777778
591,0.09733333333333333
592,0.09626666666666667
593,0.10266666666666667
594,0.10373333333333333
595,0.10337777777777778
596,0.10302222222222222
597,0.1048
598,0.10266666666666667
599,0.11191111111111111
600,0.10657777777777777
601,0.11084444444444444
602,0.10657777777777777
603,0.10515555555555556
604,0.108
605,0.11226666666666667
606,0.1144
607,0.11262222222222222
608,0.11724444444444444
609,0.12151111111111111
610,0.12293333333333334
611,0.12115555555555556
612,0.12933333333333333
613,0.12897777777777777
614,0.14035555555555557
615,0.1350222222222222
616,0.13857777777777777
617,0.14106666666666667
618,0.14462222222222224
619,0.14426666666666665
620,0.14071111111111112
621,0.13573333333333334
622,0.12755555555555556
623,0.13715555555555556
624,0.1375111111111111
625,0.14
626,0.14604444444444445
627,0.15208888888888888
628,0.15991111111111111
629,0.1567111111111111
630,0.14924444444444446
631,0.15635555555555555
632,0.15031111111111112
633,0.15208888888888888
634,0.15066666666666667
635,0.15422222222222223
636,0.15955555555555556
637,0.1552888888888889
638,0.15493333333333334
639,0.1464
640,0.1439111111111111
641,0.15066666666666667
642,0.15137777777777778
643,0.15137777777777778
644,0.1439111111111111
645,0.1528
646,0.14284444444444444
647,0.14888888888888888
648,0.13466666666666666
649,0.1368
650,0.13573333333333334
651,0.14995555555555556
652,0.13822222222222222
653,0.14106666666666667
654,0.14746666666666666
655,0.15066666666666667
656,0.1368
657,0.14213333333333333
658,0.1375111111111111
659,0.13857777777777777
660,0.13786666666666667
661,0.1456888888888889
662,0.14853333333333332
663,0.16026666666666667
664,0.16311111111111112
665,0.15706666666666666
666,0.15422222222222223
667,0.16382222222222223
668,0.16097777777777778
669,0.16168888888888888
670,0.14675555555555556
671,0.1496
672,0.15493333333333334
673,0.1528
674,0.1592
675,0.15884444444444445
676,0.1552888888888889
677,0.16666666666666666
678,0.15422222222222223
679,0.1567111111111111
680,0.15955555555555556
681,0.16062222222222222
682,0.1584888888888889
683,0.14746666666666666
684,0.15031111111111112
685,0.14177777777777778
686,0.1456888888888889
687,0.14355555555555555
688,0.13822222222222222
689,0.13893333333333333
690,0.1328888888888889
691,0.13182222222222223
692,0.1375111111111111
693,0.1368
694,0.13964444444444443
695,0.13217777777777778
696,0.13822222222222222
697,0.13004444444444443
698,0.1360888888888889
699,0.11937777777777778
700,0.13253333333333334
701,0.12684444444444445
702,0.1375111111111111
703,0.1360888888888889
704,0.1464
705,0.15173333333333333
706,0.15208888888888888
707,0.15422222222222223
708,0.15635555555555555
709,0.14071111111111112
710,0.1471111111111111
711,0.14426666666666665
712,0.14604444444444445
713,0.15031111111111112
714,0.14071111111111112
715,0.1353777777777778
716,0.1254222222222222
717,0.124
718,0.12897777777777777
719,0.12826666666666667
720,0.12222222222222222
721,0.11511111111111111
722,0.11937777777777778
723,0.11511111111111111
724,0.11511111111111111
725,0.11582222222222222
726,0.1208
727,0.1247111111111111
728,0.13111111111111112
729,0.1254222222222222
730,0.1264888888888889
731,0.13822222222222222
732,0.13857777777777777
733,0.1328888888888889
734,0.14675555555555556
735,0.13395555555555555
736,0.13715555555555556
737,0.12968888888888888
738,0.13466666666666666
739,0.13786666666666667
740,0.14035555555555557
741,0.1375111111111111
742,0.1424888888888889
743,0.13964444444444443
744,0.14071111111111112
745,0.14853333333333332
746,0.14604444444444445
747,0.15066666666666667
748,0.1439111111111111
749,0.13928888888888888
750,0.12968888888888888
751,0.13644444444444445
752,0.13928888888888888
753,0.13857777777777777
754,0.14177777777777778
755,0.13786666666666667
756,0.13146666666666668
757,0.14177777777777778
758,0.1353777777777778
759,0.13324444444444444
760,0.13573333333333334
761,0.13217777777777778
762,0.13715555555555556
763,0.12791111111111111
764,0.12862222222222222
765,0.13111111111111112
766,0.14
767,0.13928888888888888
768,0.14284444444444444
769,0.14035555555555557
770,0.1432
771,0.13893333333333333
772,0.1471111111111111
773,0.156
774,0.1528
775,0.15173333333333333
776,0.15422222222222223
777,0.13928888888888888
778,0.14604444444444445
779,0.1464
780,0.15635555555555555
781,0.14817777777777777
782,0.15244444444444444
783,0.1449777777777778
784,0.1471111111111111
785,0.15386666666666668
786,0.15173333333333333
787,0.15386666666666668
788,0.14035555555555557
789,0.14035555555555557
790,0.1424888888888889
791,0.1464
792,0.14462222222222224
793,0.14817777777777777
794,0.1496
795,0.16168888888888888
796,0.1567111111111111
797,0.16915555555555556
798,0.16453333333333334
799,0.17057777777777777
800,0.16346666666666668
801,0.16168888888888888
802,0.16595555555555555
803,0.17555555555555555
804,0.1688
805,0.17662222222222224
806,0.17413333333333333
807,0.1759111111111111
808,0.1855111111111111
809,0.17662222222222224
810,0.1816
811,0.18408888888888889
812,0.1688
813,0.17555555555555555
814,0.16133333333333333
815,0.1769777777777778
816,0.17413333333333333
817,0.18124444444444446
818,0.1744888888888889
819,0.1695111111111111
820,0.16097777777777778
821,0.1695111111111111
822,0.16026666666666667
823,0.16168888888888888
824,0.1552888888888889
825,0.1535111111111111
826,0.1535111111111111
827,0.1680888888888889
828,0.1656
829,0.172
830,0.17128888888888888
831,0.172
832,0.18124444444444446
833,0.17555555555555555
834,0.17164444444444443
835,0.1816
836,0.16453333333333334
837,0.172
838,0.17377777777777778
839,0.17377777777777778
840,0.1648888888888889
841,0.17875555555555556
842,0.17164444444444443
843,0.18195555555555556
844,0.16346666666666668
845,0.1695111111111111
846,0.16346666666666668
847,0.17413333333333333
848,0.18017777777777777
849,0.19226666666666667
850,0.18444444444444444
851,0.19262222222222222
852,0.20328888888888888
853,0.20755555555555555
854,0.2089777777777778
855,0.2086222222222222
856,0.20115555555555556
857,0.20755555555555555
858,0.20613333333333334
859,0.21004444444444445
860,0.21324444444444443
861,0.21502222222222223
862,0.2086222222222222
863,0.2072
864,0.2072
865,0.19617777777777778
866,0.19546666666666668
867,0.20755555555555555
868,0.20933333333333334
869,0.20435555555555557
870,0.20222222222222222
871,0.2136
872,0.1990222222222222
873,0.2079111111111111
874,0.20044444444444445
875,0.20222222222222222
876,0.21466666666666667
877,0.20755555555555555
878,0.22391111111111112
879,0.21964444444444445
880,0.22142222222222221
881,0.22106666666666666
882,0.22142222222222221
883,0.21608888888888889
884,0.22817777777777778
885,0.23386666666666667
886,0.23777777777777778
887,0.2296
888,0.22711111111111112
889,0.22177777777777777
890,0.2192888888888889
891,0.22853333333333334
892,0.22177777777777777
893,0.22746666666666668
894,0.22782222222222223
